rapport,code,impot,forme,libelle,annee,montant_MDT,valorise,libelle_fr,forme_fr
LF2021,222300701,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente des produits suivants à l’agriculture et à la pêche,2017,0.924,True,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente des produits suivants à l’agriculture et à la pêche,Réduction
LF2021,222300701,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente des produits suivants à l’agriculture et à la pêche,2018,1.684,True,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente des produits suivants à l’agriculture et à la pêche,Réduction
LF2021,222300701,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente des produits suivants à l’agriculture et à la pêche,2019,0.183,True,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente des produits suivants à l’agriculture et à la pêche,Réduction
LF2021,222300702,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation des supports magnétiques destinés à être utilisés exclusivement pour le traitement automatique de l'information et les disques laser,2017,0.054,True,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation des supports magnétiques destinés à être utilisés exclusivement pour le traitement automatique de l'information et les disques laser,Réduction
LF2021,222300702,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation des supports magnétiques destinés à être utilisés exclusivement pour le traitement automatique de l'information et les disques laser,2018,0.051,True,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation des supports magnétiques destinés à être utilisés exclusivement pour le traitement automatique de l'information et les disques laser,Réduction
LF2021,222300702,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation des supports magnétiques destinés à être utilisés exclusivement pour le traitement automatique de l'information et les disques laser,2019,0.048,True,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation des supports magnétiques destinés à être utilisés exclusivement pour le traitement automatique de l'information et les disques laser,Réduction
LF2021,222300703,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des machines pour le traitement de l’information leurs pièces et parties et les cartes électroniques destinées à l’extension de la capacité de mémoire des machines pour le traitement de l’information,2017,0.477,True,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des machines pour le traitement de l’information leurs pièces et parties et les cartes électroniques destinées à l’extension de la capacité de mémoire des machines pour le traitement de l’information,Réduction
LF2021,222300703,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des machines pour le traitement de l’information leurs pièces et parties et les cartes électroniques destinées à l’extension de la capacité de mémoire des machines pour le traitement de l’information,2018,0.469,True,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des machines pour le traitement de l’information leurs pièces et parties et les cartes électroniques destinées à l’extension de la capacité de mémoire des machines pour le traitement de l’information,Réduction
LF2021,222300703,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des machines pour le traitement de l’information leurs pièces et parties et les cartes électroniques destinées à l’extension de la capacité de mémoire des machines pour le traitement de l’information,2019,0.565,True,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des machines pour le traitement de l’information leurs pièces et parties et les cartes électroniques destinées à l’extension de la capacité de mémoire des machines pour le traitement de l’information,Réduction
LF2021,222300704,tva,Réduction,"Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des aliments composés pour bétail, des tourteaux de soja et des farines de poissons",2017,0.0,True,"Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des aliments composés pour bétail, des tourteaux de soja et des farines de poissons",Réduction
LF2021,222300704,tva,Réduction,"Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des aliments composés pour bétail, des tourteaux de soja et des farines de poissons",2018,0.0,True,"Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des aliments composés pour bétail, des tourteaux de soja et des farines de poissons",Réduction
LF2021,222300704,tva,Réduction,"Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des aliments composés pour bétail, des tourteaux de soja et des farines de poissons",2019,0.0,True,"Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des aliments composés pour bétail, des tourteaux de soja et des farines de poissons",Réduction
LF2021,222300705,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des matières premières et articles n’ayant pas de similaires fabriqués,2017,0.0,True,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des matières premières et articles n’ayant pas de similaires fabriqués,Réduction
LF2021,222300705,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des matières premières et articles n’ayant pas de similaires fabriqués,2018,0.0,True,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des matières premières et articles n’ayant pas de similaires fabriqués,Réduction
LF2021,222300705,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des matières premières et articles n’ayant pas de similaires fabriqués,2019,0.0,True,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des matières premières et articles n’ayant pas de similaires fabriqués,Réduction
LF2021,222300706,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des Enroulés métalliques et couvercles destinés à la fabrication des boites d’emballage de la sardine,2017,0.0,True,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des Enroulés métalliques et couvercles destinés à la fabrication des boites d’emballage de la sardine,Réduction
LF2021,222300706,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des Enroulés métalliques et couvercles destinés à la fabrication des boites d’emballage de la sardine,2018,0.0,True,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des Enroulés métalliques et couvercles destinés à la fabrication des boites d’emballage de la sardine,Réduction
LF2021,222300706,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des Enroulés métalliques et couvercles destinés à la fabrication des boites d’emballage de la sardine,2019,0.0,True,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des Enroulés métalliques et couvercles destinés à la fabrication des boites d’emballage de la sardine,Réduction
LF2021,222300707,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des huiles acides utilisées dans la fabrication du savon ordinaire,2017,0.0,True,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des huiles acides utilisées dans la fabrication du savon ordinaire,Réduction
LF2021,222300707,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des huiles acides utilisées dans la fabrication du savon ordinaire,2018,0.0,True,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des huiles acides utilisées dans la fabrication du savon ordinaire,Réduction
LF2021,222300707,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des huiles acides utilisées dans la fabrication du savon ordinaire,2019,0.0,True,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des huiles acides utilisées dans la fabrication du savon ordinaire,Réduction
LF2021,222300708,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des matières premières et intrants destinés au secteur de l’artisanat destinés au secteur de l’artisanat,2017,1.044,True,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des matières premières et intrants destinés au secteur de l’artisanat destinés au secteur de l’artisanat,Réduction
LF2021,222300708,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des matières premières et intrants destinés au secteur de l’artisanat destinés au secteur de l’artisanat,2018,1.352,True,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des matières premières et intrants destinés au secteur de l’artisanat destinés au secteur de l’artisanat,Réduction
LF2021,222300708,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des matières premières et intrants destinés au secteur de l’artisanat destinés au secteur de l’artisanat,2019,1.67,True,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des matières premières et intrants destinés au secteur de l’artisanat destinés au secteur de l’artisanat,Réduction
LF2021,222300710,tva,Réduction,"Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des publications et dépliants touristiques, destinés à l'hôtellerie ainsi que des affiches publicitaires gratuites, des formulaires d'importation temporaire ou de circulation internationale",2017,0.0,True,"Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des publications et dépliants touristiques, destinés à l'hôtellerie ainsi que des affiches publicitaires gratuites, des formulaires d'importation temporaire ou de circulation internationale",Réduction
LF2021,222300710,tva,Réduction,"Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des publications et dépliants touristiques, destinés à l'hôtellerie ainsi que des affiches publicitaires gratuites, des formulaires d'importation temporaire ou de circulation internationale",2018,0.0,True,"Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des publications et dépliants touristiques, destinés à l'hôtellerie ainsi que des affiches publicitaires gratuites, des formulaires d'importation temporaire ou de circulation internationale",Réduction
LF2021,222300710,tva,Réduction,"Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des publications et dépliants touristiques, destinés à l'hôtellerie ainsi que des affiches publicitaires gratuites, des formulaires d'importation temporaire ou de circulation internationale",2019,0.0,True,"Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des publications et dépliants touristiques, destinés à l'hôtellerie ainsi que des affiches publicitaires gratuites, des formulaires d'importation temporaire ou de circulation internationale",Réduction
LF2021,222300711,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des cahiers scolaire,2017,0.0,True,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des cahiers scolaire,Réduction
LF2021,222300711,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des cahiers scolaire,2018,0.0,True,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des cahiers scolaire,Réduction
LF2021,222300711,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des cahiers scolaire,2019,0.0,True,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des cahiers scolaire,Réduction
LF2021,222300712,tva,Réduction,"Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des bateaux destinés à la navigation maritime autres que ceux de plaisance ou de sport, ainsi que tous matériels destinés à être incorporés à ces bateaux",2017,0.0,True,"Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des bateaux destinés à la navigation maritime autres que ceux de plaisance ou de sport, ainsi que tous matériels destinés à être incorporés à ces bateaux",Réduction
LF2021,222300712,tva,Réduction,"Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des bateaux destinés à la navigation maritime autres que ceux de plaisance ou de sport, ainsi que tous matériels destinés à être incorporés à ces bateaux",2018,0.0,True,"Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des bateaux destinés à la navigation maritime autres que ceux de plaisance ou de sport, ainsi que tous matériels destinés à être incorporés à ces bateaux",Réduction
LF2021,222300712,tva,Réduction,"Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des bateaux destinés à la navigation maritime autres que ceux de plaisance ou de sport, ainsi que tous matériels destinés à être incorporés à ces bateaux",2019,0.0,True,"Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des bateaux destinés à la navigation maritime autres que ceux de plaisance ou de sport, ainsi que tous matériels destinés à être incorporés à ces bateaux",Réduction
LF2021,222300713,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des équipements et pièces de rechange nécessaires à l'activité du transport ferroviaire,2017,0.0,True,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des équipements et pièces de rechange nécessaires à l'activité du transport ferroviaire,Réduction
LF2021,222300713,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des équipements et pièces de rechange nécessaires à l'activité du transport ferroviaire,2018,0.0,True,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des équipements et pièces de rechange nécessaires à l'activité du transport ferroviaire,Réduction
LF2021,222300713,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des équipements et pièces de rechange nécessaires à l'activité du transport ferroviaire,2019,0.0,True,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des équipements et pièces de rechange nécessaires à l'activité du transport ferroviaire,Réduction
LF2021,222300714,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des additifs alimentaires destinés à la fabrication des aliments,2017,0.0,True,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des additifs alimentaires destinés à la fabrication des aliments,Réduction
LF2021,222300714,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des additifs alimentaires destinés à la fabrication des aliments,2018,0.0,True,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des additifs alimentaires destinés à la fabrication des aliments,Réduction
LF2021,222300714,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des additifs alimentaires destinés à la fabrication des aliments,2019,0.0,True,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des additifs alimentaires destinés à la fabrication des aliments,Réduction
LF2021,222300715,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des shampooings à usage médical et les dentifrices à usage médical,2017,0.0,True,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des shampooings à usage médical et les dentifrices à usage médical,Réduction
LF2021,222300715,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des shampooings à usage médical et les dentifrices à usage médical,2018,0.0,True,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des shampooings à usage médical et les dentifrices à usage médical,Réduction
LF2021,222300715,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des shampooings à usage médical et les dentifrices à usage médical,2019,0.0,True,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des shampooings à usage médical et les dentifrices à usage médical,Réduction
LF2021,222300716,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des seringues destinées au conditionnement médicaments,2017,0.0,True,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des seringues destinées au conditionnement médicaments,Réduction
LF2021,222300716,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des seringues destinées au conditionnement médicaments,2018,0.0,True,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des seringues destinées au conditionnement médicaments,Réduction
LF2021,222300716,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des seringues destinées au conditionnement médicaments,2019,0.0,True,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la vente sur le marché local des seringues destinées au conditionnement médicaments,Réduction
LF2021,222300717,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la,2017,0.0,True,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la,Réduction
LF2021,222300717,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la,2018,0.0,True,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la,Réduction
LF2021,222300717,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la,2019,0.0,True,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation et à la,Réduction
LF2021,222300718,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation des équipements nécessaires aux investissements dans le secteur du transport terrestre de personnes,2017,0.0,True,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation des équipements nécessaires aux investissements dans le secteur du transport terrestre de personnes,Réduction
LF2021,222300718,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation des équipements nécessaires aux investissements dans le secteur du transport terrestre de personnes,2018,0.0,True,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation des équipements nécessaires aux investissements dans le secteur du transport terrestre de personnes,Réduction
LF2021,222300718,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation des équipements nécessaires aux investissements dans le secteur du transport terrestre de personnes,2019,0.0,True,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation des équipements nécessaires aux investissements dans le secteur du transport terrestre de personnes,Réduction
LF2021,222300719,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation des équipement nécessaires aux investissements dans le secteur du tourisme,2017,0.0,True,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation des équipement nécessaires aux investissements dans le secteur du tourisme,Réduction
LF2021,222300719,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation des équipement nécessaires aux investissements dans le secteur du tourisme,2018,0.0,True,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation des équipement nécessaires aux investissements dans le secteur du tourisme,Réduction
LF2021,222300719,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation des équipement nécessaires aux investissements dans le secteur du tourisme,2019,0.0,True,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation des équipement nécessaires aux investissements dans le secteur du tourisme,Réduction
LF2021,222300720,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation des absorbeurs pour capteurs solaires à usage domestique,2017,0.0,True,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation des absorbeurs pour capteurs solaires à usage domestique,Réduction
LF2021,222300720,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation des absorbeurs pour capteurs solaires à usage domestique,2018,0.0,True,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation des absorbeurs pour capteurs solaires à usage domestique,Réduction
LF2021,222300720,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation des absorbeurs pour capteurs solaires à usage domestique,2019,0.0,True,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation des absorbeurs pour capteurs solaires à usage domestique,Réduction
LF2021,222300721,tva,Réduction,"Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation des équipements et matériels n’ayant pas de similaires fabriqués localement destinés au nettoiement des villes, au ramassage et traitement des ordures, aux travaux de voirie et à la protection de l’environnement, importés par les collectivités locales ou les établissements publics municipaux",2017,0.0,True,"Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation des équipements et matériels n’ayant pas de similaires fabriqués localement destinés au nettoiement des villes, au ramassage et traitement des ordures, aux travaux de voirie et à la protection de l’environnement, importés par les collectivités locales ou les établissements publics municipaux",Réduction
LF2021,222300721,tva,Réduction,"Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation des équipements et matériels n’ayant pas de similaires fabriqués localement destinés au nettoiement des villes, au ramassage et traitement des ordures, aux travaux de voirie et à la protection de l’environnement, importés par les collectivités locales ou les établissements publics municipaux",2018,0.0,True,"Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation des équipements et matériels n’ayant pas de similaires fabriqués localement destinés au nettoiement des villes, au ramassage et traitement des ordures, aux travaux de voirie et à la protection de l’environnement, importés par les collectivités locales ou les établissements publics municipaux",Réduction
LF2021,222300721,tva,Réduction,"Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation des équipements et matériels n’ayant pas de similaires fabriqués localement destinés au nettoiement des villes, au ramassage et traitement des ordures, aux travaux de voirie et à la protection de l’environnement, importés par les collectivités locales ou les établissements publics municipaux",2019,0.0,True,"Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation des équipements et matériels n’ayant pas de similaires fabriqués localement destinés au nettoiement des villes, au ramassage et traitement des ordures, aux travaux de voirie et à la protection de l’environnement, importés par les collectivités locales ou les établissements publics municipaux",Réduction
LF2021,222300722,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation du papier destiné à l’impression de revues par,2017,1.642,True,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation du papier destiné à l’impression de revues par,Réduction
LF2021,222300722,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation du papier destiné à l’impression de revues par,2018,0.573,True,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation du papier destiné à l’impression de revues par,Réduction
LF2021,222300722,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation du papier destiné à l’impression de revues par,2019,6.125,True,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à l'importation du papier destiné à l’impression de revues par,Réduction
LF2021,222300723,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à la vente sur le marché local du papier destiné à l’impression de revue au profit des entreprises d’impression de revues,2017,,False,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à la vente sur le marché local du papier destiné à l’impression de revue au profit des entreprises d’impression de revues,Réduction
LF2021,222300723,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à la vente sur le marché local du papier destiné à l’impression de revue au profit des entreprises d’impression de revues,2018,,False,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à la vente sur le marché local du papier destiné à l’impression de revue au profit des entreprises d’impression de revues,Réduction
LF2021,222300723,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à la vente sur le marché local du papier destiné à l’impression de revue au profit des entreprises d’impression de revues,2019,,False,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à la vente sur le marché local du papier destiné à l’impression de revue au profit des entreprises d’impression de revues,Réduction
LF2021,222300724,tva,Réduction,"Réduction du taux de la taxe sur la valeur ajoutée à 7% due à la vente sur le marché local des matériels et équipements fabriqués localement destinés au nettoiement des villes, au ramassage et traitement des ordures, aux travaux de voirie et à la protection de l'environnement au profit des collectivités locales ou les établissements publics municipaux",2017,,False,"Réduction du taux de la taxe sur la valeur ajoutée à 7% due à la vente sur le marché local des matériels et équipements fabriqués localement destinés au nettoiement des villes, au ramassage et traitement des ordures, aux travaux de voirie et à la protection de l'environnement au profit des collectivités locales ou les établissements publics municipaux",Réduction
LF2021,222300724,tva,Réduction,"Réduction du taux de la taxe sur la valeur ajoutée à 7% due à la vente sur le marché local des matériels et équipements fabriqués localement destinés au nettoiement des villes, au ramassage et traitement des ordures, aux travaux de voirie et à la protection de l'environnement au profit des collectivités locales ou les établissements publics municipaux",2018,,False,"Réduction du taux de la taxe sur la valeur ajoutée à 7% due à la vente sur le marché local des matériels et équipements fabriqués localement destinés au nettoiement des villes, au ramassage et traitement des ordures, aux travaux de voirie et à la protection de l'environnement au profit des collectivités locales ou les établissements publics municipaux",Réduction
LF2021,222300724,tva,Réduction,"Réduction du taux de la taxe sur la valeur ajoutée à 7% due à la vente sur le marché local des matériels et équipements fabriqués localement destinés au nettoiement des villes, au ramassage et traitement des ordures, aux travaux de voirie et à la protection de l'environnement au profit des collectivités locales ou les établissements publics municipaux",2019,,False,"Réduction du taux de la taxe sur la valeur ajoutée à 7% due à la vente sur le marché local des matériels et équipements fabriqués localement destinés au nettoiement des villes, au ramassage et traitement des ordures, aux travaux de voirie et à la protection de l'environnement au profit des collectivités locales ou les établissements publics municipaux",Réduction
LF2021,222300725,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à la vente sur le marché local des équipements utilisés dans la maîtrise de l’énergie et dans le domaine des énergies renouvelables,2017,,False,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à la vente sur le marché local des équipements utilisés dans la maîtrise de l’énergie et dans le domaine des énergies renouvelables,Réduction
LF2021,222300725,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à la vente sur le marché local des équipements utilisés dans la maîtrise de l’énergie et dans le domaine des énergies renouvelables,2018,,False,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à la vente sur le marché local des équipements utilisés dans la maîtrise de l’énergie et dans le domaine des énergies renouvelables,Réduction
LF2021,222300725,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à la vente sur le marché local des équipements utilisés dans la maîtrise de l’énergie et dans le domaine des énergies renouvelables,2019,,False,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à la vente sur le marché local des équipements utilisés dans la maîtrise de l’énergie et dans le domaine des énergies renouvelables,Réduction
LF2021,222300726,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à la vente de l’électricité moyenne et basse tension utilisée pour le fonctionnement des équipements de pompage de l’eau destinée à l’irrigation agricole,2017,,False,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à la vente de l’électricité moyenne et basse tension utilisée pour le fonctionnement des équipements de pompage de l’eau destinée à l’irrigation agricole,Réduction
LF2021,222300726,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à la vente de l’électricité moyenne et basse tension utilisée pour le fonctionnement des équipements de pompage de l’eau destinée à l’irrigation agricole,2018,,False,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à la vente de l’électricité moyenne et basse tension utilisée pour le fonctionnement des équipements de pompage de l’eau destinée à l’irrigation agricole,Réduction
LF2021,222300726,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à la vente de l’électricité moyenne et basse tension utilisée pour le fonctionnement des équipements de pompage de l’eau destinée à l’irrigation agricole,2019,,False,Réduction du taux de la taxe sur la valeur ajoutée à 7% due à la vente de l’électricité moyenne et basse tension utilisée pour le fonctionnement des équipements de pompage de l’eau destinée à l’irrigation agricole,Réduction
LF2021,222300727,tva,Réduction,Réduction du taux de la taxe sur la valeur ajoutée à 7% due au titre des affaires effectuées par les agences de voyages avec les hôteliers et relatives aux séjours en Tunisie de non- résidents,2017,,False,Réduction du taux de la taxe sur la valeur ajoutée à 7% due au titre des affaires effectuées par les agences de voyages avec les hôteliers et relatives aux séjours en Tunisie de non- résidents,Réduction
